accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
4,1,1,2,99,2,1125,16
4,1,0,1,99,1,1125,72
2,1,1,1,65,1,1125,8
3,1,0,2,85,2,1125,24
4,1,2,2,70,1,1125,2
2,1,1,1,49,1,1125,0
1,1,1,1,70,6,150,10
5,1.5,3,3,145,1,1125,2
2,1,1,1,125,3,30,0
3,1.5,1,1,75,1,1125,3
2,1,1,1,50,14,160,3
1,2.5,1,1,45,5,365,4
2,1,1,1,125,2,365,5
1,2.5,1,1,45,4,365,3
3,1,1,1,100,2,1125,22
6,1.5,1,2,119,1,1125,4
2,1.5,1,1,95,3,1125,3
2,1,1,1,60,1,730,1
4,1,0,2,77,3,1125,6
8,4,4,5,500,2,1125,3
2,1.5,1,1,50,1,1125,36
2,1.5,1,1,59,1,1125,25
4,1,1,2,110,2,90,89
1,4,1,1,30,4,365,4
2,1,1,1,95,1,1125,5
4,1,1,1,91,1,1125,39
12,3.5,4,6,283,4,90,26
4,1,1,2,125,2,1125,1
14,3.5,4,7,283,4,90,19
2,1,1,1,96,2,1125,2
2,1,1,1,84,2,1125,14
2,1,1,1,90,3,1125,3
2,1,1,1,73,2,1125,100
1,2,1,1,60,1,1125,4
2,1.5,1,1,62,3,200,6
10,2.5,3,5,240,2,1125,3
8,2.5,3,4,223,2,1125,7
3,1.5,1,1,150,1,1125,3
2,1,1,1,60,1,6,27
2,1.5,1,1,97,1,1125,101
2,1,1,1,35,1,1125,17
10,2,5,7,250,2,1125,4
6,1,1,3,90,1,1125,0
2,1,1,1,60,1,7,8
6,1,2,2,95,1,1125,9
2,1.5,1,1,68,2,45,116
2,1.5,1,1,68,2,21,102
4,1,1,2,90,7,1125,0
2,1,0,1,128,4,1125,51
2,1,1,1,79,7,1125,1
1,1,1,1,72,1,1125,43
2,1,0,1,55,1,1125,17
3,1,1,1,165,7,365,0
1,1,1,1,100,4,5,1
2,2,1,1,65,1,1125,0
2,1,1,1,120,2,4,0
2,1,1,1,80,3,1125,12
4,1,2,2,128,1,1125,47
2,1.5,1,1,75,1,1125,1
2,1,1,1,75,2,40,2
8,2.5,4,4,240,1,1125,0
1,1,1,1,60,1,1125,60
5,2,2,3,100,20,70,0
2,1.5,1,1,140,2,1125,20
6,2,3,4,120,5,1125,2
1,3,1,1,40,4,360,5
2,1.5,1,1,65,1,1125,0
4,1,1,3,70,2,35,62
5,2.5,2,2,165,4,1125,2
6,1,2,2,119,1,14,1
2,1,1,1,34,1,3,1
6,2.5,4,,200,21,30,0
2,1,1,1,100,1,1125,44
2,1,1,1,50,1,1125,2
4,1,2,2,155,3,1125,7
2,1,,1,85,4,31,69
2,3.5,1,1,125,1,1125,4
1,1,1,1,125,1,3,0
4,1.5,1,1,109,1,1825,96
2,1,1,1,52,1,1125,7
2,1.5,2,2,250,1,1125,1
4,1.5,1,2,139,1,1125,58
2,1,1,1,84,1,1125,4
2,1,1,1,100,2,1125,0
2,1,1,1,69,1,1125,2
3,1,1,3,90,1,1125,5
3,1,1,1,115,2,10,19
2,1,1,1,50,1,1125,6
2,1,1,1,60,1,1125,0
2,1,1,1,50,7,9,2
2,1,1,1,89,1,1125,3
7,2.5,4,4,240,2,120,11
2,1,1,2,68,7,1125,22
2,2,1,1,65,1,1125,20
8,2,3,4,395,3,1125,0
6,2,3,1,525,2,4,0
2,1,1,1,100,2,1125,2
2,1,0,1,75,2,1125,0
3,1,2,1,120,2,20,4
3,1,1,2,91,4,1125,0
2,1,1,1,112,1,1125,47
2,1,1,1,70,3,1125,0
3,1,1,1,125,2,1125,10
2,1,1,1,100,1,1125,0
2,1,0,1,79,1,1125,3
2,1,1,1,150,1,1125,6
2,1,1,1,165,2,14,1
3,1,1,2,140,3,1125,0
4,2,2,4,159,5,1125,4
2,1,1,1,89,1,1125,0
2,1,1,1,99,1,1125,11
2,1,0,1,150,15,31,0
3,1,0,1,75,5,1125,0
2,1,1,1,66,1,1125,2
3,1,1,2,110,3,1125,0
2,1,0,1,100,1,1125,3
2,1,1,1,165,2,14,0
2,1,1,1,75,2,30,4
3,1,0,1,102,3,1125,8
2,,1,,190,2,14,0
3,1,0,1,84,1,1125,0
4,1,2,2,110,1,1125,1
6,2.5,4,3,350,4,1125,0
4,1,1,1,1000,2,1125,0
2,1,0,1,85,1,20,13
4,1,1,2,85,1,1125,1
4,1,1,1,110,1,14,15
4,1,0,1,92,1,1125,10
2,1,1,1,75,1,5,9
2,1,1,1,50,1,1125,35
4,1,1,2,125,1,1125,1
3,1,1,1,300,1,3,0
1,1,1,1,45,1,1125,0
4,1,1,1,110,1,1125,5
4,1,2,2,158,1,1125,1
2,1,1,1,130,1,1125,3
5,2,2,4,150,4,1125,0
1,1,1,1,120,1,25,0
4,1,1,2,85,2,1125,4
4,2,1,2,105,2,1125,34
7,2.5,3,5,300,3,1125,3
2,1,1,1,103,14,1125,24
7,2.5,3,3,235,3,1125,15
2,1,0,1,85,4,365,7
1,1,1,1,50,1,1125,5
2,1,1,1,100,1,1125,0
2,1,1,1,92,3,21,84
2,1,2,2,85,1,1125,7
2,1,1,1,30,1,1125,2
2,1.5,1,2,90,2,14,61
1,1,1,1,49,1,1125,0
2,1,0,1,250,4,1125,1
8,2.5,3,4,225,3,90,0
3,1.5,1,2,128,1,365,8
2,,1,1,84,1,90,68
1,1,1,1,49,1,1125,0
5,1,1,3,99,2,1125,10
2,1,1,1,84,1,1125,34
2,1,1,1,86,1,1125,10
2,1,1,1,130,3,1125,0
1,1,1,1,135,3,31,16
3,1,1,1,95,2,1125,16
3,1,1,1,119,1,1125,21
2,1.5,1,1,80,1,7,0
2,1,1,1,140,1,1125,8
2,1,1,1,84,1,29,3
1,1,1,1,50,1,1125,0
4,3,2,2,230,4,1125,20
9,2,3,5,215,1,1125,26
2,1,1,1,77,1,1125,5
2,0.5,1,1,60,1,7,109
3,1,1,1,65,3,365,0
8,2,3,5,150,1,1125,0
2,1,1,1,64,2,1125,4
2,2.5,1,1,125,7,45,1
2,1.5,1,1,60,1,1125,1
15,3,5,9,330,1,1125,6
3,1,0,2,65,2,1125,4
6,1,2,4,112,2,90,3
3,1,1,2,75,2,180,2
2,1,1,2,90,1,730,58
6,1,3,3,180,1,1125,16
2,1,1,1,65,1,1125,3
1,2,1,1,55,3,180,22
2,1,1,1,75,1,1125,0
2,1,1,1,75,1,1125,7
2,1,1,1,68,2,14,29
2,1,1,1,65,1,30,2
16,0.5,1,16,10,1,2,0
1,1,1,1,70,4,240,3
2,1,0,1,80,1,1125,4
4,1,1,2,70,1,1125,1
2,1,1,1,65,2,1125,28
3,1,1,2,76,3,14,38
2,1,1,1,89,2,1125,0
2,1,1,1,45,2,1125,1
4,1,2,2,135,1,5,3
1,1,1,1,55,3,1125,14
2,1,1,1,65,1,1125,0
5,1,0,1,100,3,1125,0
2,1,0,1,95,5,1125,0
1,1,1,1,65,1,1125,7
3,1,1,2,82,1,1125,0
2,1,1,1,80,1,30,4
2,1,1,1,84,2,240,10
3,3.5,1,1,71,2,1125,58
8,1,2,4,155,2,1125,34
2,1,,,65,1,1125,3
2,1,1,1,60,3,14,62
2,2.5,1,1,55,1,1125,36
1,1,1,1,45,4,1125,0
6,1,3,3,215,2,30,41
3,1,1,1,89,1,1125,0
4,1,1,2,120,2,1825,2
2,1,1,1,37,2,1125,7
2,1,1,1,95,1,1125,0
1,1,1,1,45,4,1125,2
4,1,1,1,45,2,365,3
2,1,1,1,70,1,32,36
1,1,1,1,65,1,1125,6
15,2,3,10,180,1,1125,26
2,1,1,1,79,1,90,20
1,0,1,1,65,1,1125,1
2,1,1,1,45,1,7,1
5,1.5,2,3,70,2,1125,3
3,1,1,1,100,2,1125,4
2,1,1,1,120,1,1125,0
1,1,1,1,45,1,30,59
1,1,1,1,95,1,1125,0
1,1,1,1,125,2,1125,0
5,1.5,3,3,110,1,14,61
2,1,1,1,65,3,1000,21
1,1,1,1,45,1,1125,0
1,1,1,1,75,2,14,0
1,1,1,1,50,5,1125,0
6,1.5,3,3,260,5,1125,12
6,1.5,2,2,1500,1,5,0
2,1,1,1,200,2,1125,0
8,2,3,4,250,1,1125,0
2,1,1,1,30,2,1125,4
4,1,2,2,150,1,7,0
4,1,2,2,95,1,1125,3
2,2,1,1,200,1,1125,0
2,1,1,1,60,1,1125,1
2,1,0,1,175,2,7,0
12,,1,1,99,1,365,1
4,1,1,2,90,1,1125,52
2,1.5,1,1,65,2,1125,1
12,,1,1,99,1,365,0
12,,1,1,99,1,1825,0
2,1.5,1,1,70,1,1125,11
2,1.5,1,1,60,2,1125,8
2,1,1,1,100,1,1125,0
4,2,1,3,99,2,365,18
2,1.5,1,1,60,1,1125,12
12,1,1,8,99,1,1825,1
7,2.5,3,4,160,2,25,1
2,1.5,1,1,60,1,1125,17
2,1.5,1,1,55,1,1125,8
2,1.5,1,1,65,3,1125,1
2,1,1,1,75,1,1125,2
2,1,1,1,35,1,1125,24
2,1,1,1,47,1,1125,12
2,1,0,1,115,1,1125,0
8,3.5,5,4,150,1,1125,0
2,1,1,2,97,1,1125,18
6,1,2,3,119,3,1125,10
2,1,1,1,68,2,1125,18
2,1,0,1,80,1,1125,1
2,1,1,1,95,1,1125,12
3,1,0,1,125,1,1125,0
2,1,1,1,125,3,90,2
1,1,1,1,55,1,1125,7
2,1,1,1,200,1,1125,0
6,1,1,3,160,1,1125,38
6,1.5,1,2,135,1,180,24
5,1,2,2,145,3,7,4
2,1,1,1,59,7,1125,5
2,1,1,1,130,1,1125,2
4,1,1,2,135,2,1125,19
2,1,1,1,78,1,1125,2
2,1,1,1,90,2,14,0
2,1,1,1,58,2,1125,16
1,1.5,1,1,76,1,1125,2
1,1,1,1,42,3,1125,28
7,3,2,2,333,4,7,0
2,1.5,1,1,55,1,365,25
1,1,1,1,50,7,1125,2
2,0.5,1,1,58,1,1125,25
2,1,1,1,51,3,1125,35
2,1,1,1,68,1,1125,2
9,1,3,4,199,2,1125,5
3,1,1,1,75,2,90,25
4,1,1,2,76,1,1125,26
4,1,1,2,71,1,1125,46
3,1,1,2,90,3,90,7
1,1,1,1,60,2,1125,0
2,1.5,1,1,75,2,90,19
1,1.5,1,1,76,3,1125,1
1,1,1,1,49,1,1125,0
2,1,1,1,59,1,1125,19
1,2,1,1,50,1,1125,24
2,1,1,1,53,1,1125,8
2,2,1,1,70,2,90,49
1,1,1,1,41,1,1125,12
2,1,1,1,65,3,21,10
1,1,1,1,45,3,360,24
2,1,1,1,56,1,1125,31
2,1,1,2,65,1,365,60
2,2,1,1,65,1,1125,57
2,1,1,1,28,3,1125,1
4,1,2,2,1000,2,6,0
6,1,3,3,129,2,1125,7
1,1,1,1,49,1,1125,7
2,1,1,1,100,1,1125,0
6,1.5,2,2,76,5,180,31
1,1.5,1,1,50,1,3,0
6,2,2,2,175,1,30,16
3,2,1,2,80,5,365,1
6,1.5,2,4,117,1,1125,1
1,1,1,1,40,3,1125,0
4,2,2,2,52,2,1125,28
2,1,1,1,75,1,1125,1
3,1,1,1,100,5,365,3
3,1,1,2,59,1,365,10
6,1,3,4,209,1,15,1
2,1,1,1,69,1,30,0
2,2,1,1,60,1,1125,48
2,2,1,1,54,2,1125,50
1,1,1,1,20,2,14,1
2,1,1,1,50,1,1125,58
8,1,3,5,214,1,213,1
2,1,1,1,69,1,1125,23
2,1,1,1,399,2,2,0
2,1.5,1,1,70,1,1125,22
2,2,1,1,60,1,1125,36
2,2,1,1,50,1,1125,0
2,2,1,1,54,1,1125,61
4,1,1,1,85,2,7,1
2,1,0,1,65,5,1125,7
4,1,1,3,75,1,1125,14
1,1,1,1,45,1,1125,0
4,,1,,275,1,1125,0
2,1,1,1,55,2,1125,67
7,3,3,3,215,3,1125,0
6,1,2,3,80,3,90,125
1,1,1,1,50,14,1125,0
2,1,1,1,89,1,30,0
2,1,1,1,105,1,1125,7
4,1,1,2,105,1,1125,31
1,2,1,1,20,1,14,13
2,1,1,1,79,1,1125,0
2,1,1,2,59,1,1125,0
6,2,3,4,190,2,1125,2
4,1,1,1,98,2,1125,1
2,1,1,1,145,5,1125,96
2,1.5,1,1,53,2,7,35
6,2.5,3,3,275,4,21,5
2,1,1,1,120,1,120,9
2,1,1,1,90,1,1125,0
2,1,1,1,100,1,1125,10
1,1,1,1,90,1,2,22
4,1,1,2,100,1,1125,2
2,1,1,1,100,1,1125,121
4,1,1,3,110,2,14,7
2,1,1,1,125,2,14,22
6,1,2,2,180,3,1125,0
1,1,0,1,83,1,1125,1
3,1,1,2,137,3,1125,2
1,1,1,1,100,2,60,21
4,1,1,2,135,1,1125,23
8,2.5,3,5,398,3,1125,1
4,1,1,2,150,3,1125,12
2,1,0,1,100,3,1125,2
4,1,2,2,100,7,1125,0
6,2.5,3,3,325,2,1125,21
2,1.5,1,1,90,1,1125,0
6,1.5,3,5,270,2,1125,13
6,1.5,2,2,70,1,1125,7
6,2.5,3,3,350,3,1125,0
7,1.5,3,5,195,2,28,1
3,1,1,1,105,2,1125,35
2,2,1,1,99,2,300,47
4,1,1,2,93,1,7,1
2,1,1,1,130,1,1125,2
4,1,1,2,135,1,1125,13
4,1,1,2,130,2,1125,0
2,1,1,1,100,1,1125,34
2,1,0,1,135,2,100,65
6,1,1,2,149,3,30,12
6,2.5,2,3,190,3,1125,4
4,1,1,2,130,2,1125,90
4,1,1,2,107,3,1125,3
3,1,2,2,100,1,30,10
6,1,2,2,159,3,1125,2
5,1,2,3,179,3,1125,195
5,1,0,3,138,3,1125,2
5,1.5,2,2,140,2,1125,1
4,1,2,2,150,1,1,7
4,2,2,2,150,1,1125,20
2,1,1,1,70,1,1125,0
2,1,1,3,150,3,365,76
4,1,1,2,120,2,1125,8
2,1,1,1,125,2,1125,23
2,1,1,1,100,1,1125,7
6,2.5,1,2,230,3,9,0
2,1,1,2,94,2,3,5
2,1,1,1,110,2,30,227
2,1,1,1,85,3,100,18
1,1,1,1,47,1,1125,14
10,4,4,5,399,4,365,0
8,1.5,3,4,290,4,365,0
2,2,1,1,90,1,1125,10
6,2,2,2,154,2,1125,3
3,1,1,2,134,2,1125,51
2,1,1,1,85,1,365,180
2,1,1,1,129,3,29,1
5,2.5,3,3,250,3,365,17
4,1,1,2,179,3,180,25
4,1,1,2,115,1,1125,2
2,1,1,1,89,2,20,9
2,1,1,1,95,1,1125,0
2,1,1,1,89,1,60,310
6,2.5,3,4,679,3,1125,2
2,1,1,1,150,3,1125,0
3,1,1,1,220,1,10,3
2,1,1,1,62,1,1125,4
3,1,1,1,129,2,21,41
4,1,1,2,120,2,1125,10
6,1.5,2,3,125,2,1125,0
4,1,1,2,125,2,29,85
4,1,1,1,120,2,1125,2
2,1,1,1,55,1,5,2
2,1.5,1,1,59,6,1125,1
3,1,1,1,95,2,1125,13
2,1.5,1,1,79,6,1125,10
2,1,1,1,85,1,1125,29
8,2.5,3,8,285,2,5,9
2,1,1,1,70,1,1125,0
4,1,1,1,100,1,1125,11
2,1.5,1,1,72,2,1125,1
4,1,1,2,89,1,60,21
2,1,1,1,75,2,1125,1
11,4.5,5,5,2822,2,1125,0
2,2.5,1,1,85,2,1125,76
2,1,1,1,189,1,1125,4
2,1.5,1,1,69,3,14,28
2,1,1,1,118,12,1125,10
2,1,1,1,75,2,30,318
2,1,1,1,79,1,1125,74
2,1.5,1,1,77,3,95,8
2,1,1,1,84,2,1125,28
2,1,1,1,95,1,93,61
2,1,1,1,80,6,30,0
4,1,2,2,195,1,1125,5
2,1,0,1,110,1,1125,1
5,2,3,3,225,5,1125,4
4,1,,2,325,4,7,0
6,1.5,3,3,250,1,1125,2
3,1,1,2,95,2,700,14
2,1,1,1,75,1,1125,0
6,3,3,3,225,6,180,11
2,1,1,1,80,1,30,4
4,1,1,2,137,1,14,28
4,1,1,1,98,3,90,28
2,1,1,1,149,1,1125,34
6,1.5,3,3,250,2,1125,11
4,1,1,2,150,2,1125,26
3,1,1,2,168,2,4,47
2,1.5,1,1,59,1,1125,9
2,1,1,1,80,3,120,1
3,1,1,2,80,1,30,1
2,1,1,1,126,1,21,51
5,1.5,2,3,125,6,1125,0
2,1,0,1,100,5,1125,4
2,1,1,1,100,1,1125,1
15,4.5,6,12,499,2,1125,0
4,1,1,1,195,3,90,2
4,2.5,1,2,100,3,1125,1
4,1,1,2,125,1,1125,8
4,1,1,2,145,2,30,142
2,1,0,1,175,3,30,141
6,1,3,3,199,1,1125,0
3,1,1,1,75,1,1125,12
4,1,2,2,130,1,1125,0
5,2,1,1,150,1,1125,3
5,1.5,2,2,220,1,1125,3
2,1.5,1,1,75,1,1125,0
5,1,1,1,115,1,3,43
4,1,1,2,119,3,1125,3
4,2.5,2,2,225,3,26,36
2,1,1,1,125,3,1125,28
3,1,1,2,124,2,60,25
1,1,1,1,95,1,1125,51
2,1,1,1,59,1,1125,1
3,1,2,2,149,2,365,1
2,1,1,1,99,4,1125,6
2,1,1,1,95,5,1125,1
4,1,1,2,126,1,1125,1
1,0,1,1,64,1,1125,2
6,2.5,2,3,299,3,999,17
1,1,1,1,35,1,1125,8
2,1.5,1,2,50,2,28,119
6,1,2,4,179,1,45,96
2,1.5,1,1,70,2,1125,12
3,1,1,1,125,1,1125,29
2,1,1,1,180,2,10,4
2,1,1,1,79,1,1125,22
1,,1,1,75,2,21,175
2,1,1,1,100,7,1125,0
2,1,0,1,80,3,15,5
4,2.5,2,2,300,1,1125,0
2,1.5,1,1,107,1,1125,4
6,1,3,3,250,1,1125,0
6,1,3,3,199,3,1125,9
3,2,1,2,90,1,1125,55
2,1,1,1,105,1,7,2
4,1,2,2,150,3,120,0
3,1,1,1,125,2,1125,4
2,1,0,1,85,2,7,45
6,1,2,2,225,3,90,4
2,1,1,1,99,1,1125,1
3,1,1,1,150,1,1125,1
4,1,1,2,85,2,15,71
2,1,1,,115,2,1125,9
2,1,1,1,120,1,1125,16
1,1,1,1,35,1,730,1
2,2,1,1,79,1,1125,42
1,1,1,1,40,7,1125,1
2,1,1,2,149,2,1125,15
5,1,1,2,115,1,14,37
3,1,1,1,105,1,365,7
3,1,1,2,58,1,1125,15
4,2,2,2,250,4,28,7
2,1,1,1,125,2,4,2
2,1,1,1,95,1,1125,0
3,1,1,1,180,1,14,10
2,1,1,1,156,1,1125,0
2,1.5,1,1,135,1,1125,4
2,1,1,1,95,1,1125,19
4,1,1,2,145,3,1125,5
2,1.5,1,1,120,1,1125,11
3,1,1,1,160,1,1125,6
2,1,1,1,79,1,21,41
2,1,1,1,55,2,1125,1
2,1,1,2,50,1,1125,1
4,1,1,2,135,2,1125,14
2,1,1,1,80,1,1125,2
2,1.5,1,1,148,1,1125,5
3,1.5,1,1,69,1,1125,5
6,2.5,2,3,300,4,1125,39
4,1,1,2,85,1,1125,1
2,1,1,1,58,1,1125,1
2,1,1,1,110,1,3,0
2,1.5,1,1,40,2,7,11
2,1,1,1,55,5,365,9
2,1,1,1,95,2,7,40
4,1.5,1,2,144,1,13,48
4,1,2,2,199,3,60,80
2,1.5,1,1,70,3,99,22
2,1,1,1,75,3,120,1
2,1.5,1,1,71,1,1125,11
7,3.5,3,3,300,3,1125,8
2,1,1,1,108,3,1125,0
7,1.5,2,3,190,3,1125,2
4,1,1,2,105,2,1125,58
4,1,1,2,129,2,1125,15
3,1,1,2,135,2,20,23
2,1,0,1,125,3,1125,19
3,1,1,1,100,1,1125,3
2,1,1,1,80,1,1125,0
9,2.5,3,4,178,3,1125,4
3,1,2,2,125,3,1125,7
1,1,1,1,65,1,1125,3
4,1,1,2,86,2,1125,5
2,1,1,1,55,5,365,42
4,1,0,1,114,2,3,0
2,1,1,1,165,5,1125,1
2,1,1,2,70,3,1125,2
4,1.5,1,1,90,1,60,9
2,1,1,1,89,1,1125,7
1,1.5,1,1,80,1,1125,2
4,1.5,2,2,105,4,1125,8
2,1.5,1,1,90,2,3,35
1,1,1,1,70,2,1125,1
4,1,1,1,135,1,1125,111
6,2.5,2,4,180,3,1125,29
4,1,2,3,160,3,11,3
5,1,2,3,149,3,1125,6
3,1,1,1,249,1,1125,1
4,1,2,2,149,1,1125,8
2,1,1,1,64,2,11,30
2,1,1,1,149,4,21,6
1,1.5,1,1,90,1,1125,8
2,1,1,2,150,2,5,0
4,1,1,2,179,2,1125,15
4,1,1,3,159,2,1125,20
2,1,1,1,220,2,1125,23
3,1,1,1,117,2,4,6
4,1,2,2,84,2,1125,1
2,1,1,1,105,2,1125,0
4,1,0,2,175,3,90,3
2,1,1,2,175,1,1125,0
2,1,1,1,75,3,120,0
6,1.5,2,2,234,3,1125,7
2,1,1,1,80,1,1125,2
4,1,1,2,129,1,1125,10
10,1.5,2,4,194,2,29,70
2,1,1,1,75,1,1125,0
2,1,0,1,80,3,1125,8
9,2,3,3,225,3,1125,2
2,1,1,1,125,1,1125,0
6,2.5,3,4,300,2,1125,8
5,1,1,3,130,2,1125,51
1,1.5,1,1,56,4,1125,1
2,1,1,1,105,1,1125,0
6,2.5,2,3,245,7,1125,0
4,1,1,1,95,2,365,98
8,1,2,5,140,2,30,6
2,1,1,1,75,2,1125,17
2,1.5,1,1,79,6,1125,8
3,1,1,1,115,2,7,15
5,1,2,2,225,1,1125,0
4,1,1,1,229,3,90,0
6,1,2,5,250,3,90,10
2,1,1,1,40,4,1125,0
6,1.5,2,2,150,3,1125,6
3,1,1,1,129,2,1125,8
4,2.5,2,2,225,2,365,16
5,2.5,2,2,300,2,360,0
6,1,1,2,95,1,1125,1
4,1,1,2,125,3,28,23
4,1,2,2,185,3,1125,0
2,1,1,1,90,2,5,18
4,2,2,2,198,1,1125,1
4,1,1,2,120,2,7,75
2,1.5,1,1,150,3,150,10
8,2.5,3,4,260,3,180,38
3,1,1,1,99,1,7,18
1,1,1,1,140,1,1125,0
2,1,1,1,99,1,7,11
2,1,1,1,75,1,1125,2
2,1,0,1,100,2,14,1
2,1,1,1,150,1,1125,1
1,1.5,1,1,89,1,1125,35
4,1,1,2,115,4,1125,6
3,1,1,1,165,1,1125,21
3,1,1,1,108,1,1125,4
2,1,1,1,165,3,1125,3
1,1,1,1,45,1,1125,8
4,1,1,2,119,1,1125,0
4,1,1,2,85,1,1125,0
3,1,0,2,93,6,1125,3
4,1,0,2,108,2,7,30
4,1,0,2,126,1,1125,26
2,1,1,1,75,1,1125,0
2,1,0,1,100,2,1125,9
2,1,0,1,82,1,1125,2
2,1,1,1,100,1,7,5
2,1,1,1,110,3,30,1
4,1,,1,149,4,365,34
5,1,1,2,149,1,1125,3
2,1,1,1,125,1,1125,0
3,1,1,2,105,1,1125,15
4,1,0,1,91,1,1125,0
6,2,2,4,209,1,1125,1
3,,1,1,200,7,7,0
4,1,2,2,124,2,1125,37
2,1.5,1,1,99,2,365,80
2,1,1,1,109,2,14,19
4,2,2,2,149,1,1125,2
2,1,0,1,146,1,1125,33
6,2.5,2,2,190,2,1125,35
2,1,1,1,145,3,1125,6
6,2,2,3,185,6,1125,8
3,1,1,1,140,1,30,10
4,1,1,1,130,2,1125,1
4,1,1,2,149,14,1125,17
2,1,1,1,85,1,60,248
2,1,1,1,160,2,1125,16
4,1,1,2,99,1,1125,3
3,1,1,1,117,1,1125,3
3,1,1,1,100,5,1125,1
3,1,0,2,93,4,365,0
2,1,1,1,107,1,1125,16
2,1,1,1,150,2,90,22
4,1,1,2,129,1,1125,0
2,1,0,1,95,2,1125,20
3,1,1,1,140,3,1125,4
2,1,1,1,125,1,1125,1
2,1,0,1,100,1,1125,8
2,1,1,1,130,1,7,6
2,2,1,1,60,1,1125,0
2,1,1,1,140,2,7,28
2,1,0,1,85,2,1125,13
4,,1,1,118,3,365,25
1,1,0,1,139,1,5,14
3,1,0,2,115,2,7,20
3,1,0,1,89,1,10,0
6,1,2,4,189,1,1125,1
2,1,1,1,90,3,1125,3
1,1,1,1,70,1,1125,1
4,1,0,2,80,6,21,1
2,1,1,1,65,1,1125,0
3,1,1,1,125,5,30,16
6,1,2,4,199,1,1125,0
3,1,0,1,115,1,1125,0
2,1,1,1,125,1,10,0
3,1.5,1,1,168,2,1125,5
1,1,1,1,75,2,5,4
2,1.5,1,1,150,2,1125,2
2,1,1,1,84,2,1125,17
2,1,1,1,75,2,1125,6
5,2,2,2,163,2,1125,2
1,1,1,1,95,4,365,2
2,1,1,1,95,2,8,69
4,1,2,3,200,1,1125,3
4,1,1,1,150,2,14,18
3,1,0,2,138,2,150,68
4,1,1,1,90,2,30,1
1,1,1,1,100,14,45,0
2,1,1,1,115,1,1125,37
8,2,3,5,246,4,1125,0
6,1,2,4,199,1,1125,0
2,1,,1,125,4,365,31
1,1,1,1,43,1,1125,1
2,1,1,1,139,2,7,6
8,2.5,3,4,550,3,1125,8
1,4,1,1,79,5,365,5
7,2,3,3,250,2,1125,1
6,2,2,4,199,1,1125,0
6,1,1,4,129,2,1125,118
4,1,1,1,99,6,30,16
4,1,2,2,128,1,1125,9
6,1,2,3,210,2,14,5
4,1,1,1,119,3,1125,1
2,1,0,1,95,1,1125,2
2,1,1,1,120,2,60,108
2,1,1,1,90,2,1125,18
2,1,1,1,115,2,1125,4
2,1,1,1,160,2,7,12
2,1,1,1,25,1,1125,1
2,1,1,1,70,3,1125,57
3,1,0,1,175,1,1125,5
2,1,1,1,101,1,1125,0
2,1,1,1,85,1,1125,0
3,1,1,1,170,3,14,49
4,1,1,2,159,1,1125,0
3,1,2,2,200,1,1125,6
2,1,1,1,139,2,90,0
3,1,1,1,275,1,1125,11
1,1,1,1,159,1,1125,1
2,1,1,1,97,3,1125,2
4,1,1,2,110,1,1125,1
3,2,2,3,169,3,1125,34
2,1.5,1,1,100,1,1125,3
1,1,1,1,99,3,1125,22
1,1,1,1,225,1,1125,0
1,1,1,1,80,1,30,68
2,1,1,1,110,1,1125,10
2,1,1,1,95,2,1125,11
4,1,1,2,95,2,31,46
2,1,1,1,159,3,180,12
2,1,0,1,150,3,30,3
1,1,1,1,90,1,4,77
2,1,1,1,101,2,1125,0
1,1,0,1,149,1,1125,0
1,2,1,1,89,1,1125,13
1,1,1,1,60,1,5,1
3,1,1,1,99,3,1125,1
2,1,1,1,125,3,14,3
2,1,0,1,120,2,1125,7
5,1,2,5,180,3,1125,4
3,1,1,1,115,2,1125,0
2,1,1,1,109,1,1125,22
6,2.5,2,2,399,2,1125,1
4,2,1,2,185,1,5,2
2,1,1,1,90,3,100,67
3,2,1,2,209,3,1125,9
3,1,1,1,139,3,1125,9
2,1,0,1,125,1,1125,6
3,2,2,2,165,3,1125,0
3,1,1,1,108,4,1125,0
3,1,1,1,120,3,90,21
3,2,2,1,150,1,1125,0
4,2,2,2,295,4,100,31
2,1,1,1,110,2,1125,8
5,2,2,2,225,1,5,1
1,1,1,1,55,1,60,7
3,1,1,1,119,1,1125,0
1,1,1,1,78,1,21,20
3,1,1,1,139,2,1125,17
2,1,1,1,85,2,180,18
2,1,0,1,82,3,365,11
9,2,2,6,160,1,1125,43
4,1,1,1,100,3,50,1
2,1,0,1,125,2,1125,7
6,2,2,2,130,1,365,6
6,1,2,2,150,2,365,15
4,1,0,1,90,3,1125,1
2,1,1,1,80,4,10,19
3,1,1,1,105,1,1125,3
3,1,1,1,125,3,1125,4
2,1,0,1,85,4,1125,0
5,1,1,3,275,3,1125,9
1,1,1,1,79,3,28,1
1,1,1,1,45,1,14,39
2,1,1,1,80,1,1125,9
2,1,0,1,60,7,25,0
3,1,1,1,125,2,4,0
2,1,1,1,170,1,1125,0
2,1,0,1,102,3,365,29
2,1,1,1,120,2,1125,6
2,1,0,1,115,1,1125,30
2,1,1,1,117,3,1125,5
2,1,1,1,125,1,1125,8
4,2,2,2,199,1,15,0
1,1,1,1,60,1,1125,0
4,1,1,1,85,1,1125,3
2,1,1,2,135,1,1125,39
2,1,1,1,99,1,1125,9
2,1,1,1,150,1,1125,12
